Country Name,Country Code,Series Name,Series Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Mauritania,MRT,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mauritania,MRT,Control of Corruption: Percentile Rank,CC.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.4086036682129,..,36.8983955383301,..,39.8936157226562,..,52.9100532531738,57.6719589233398,42.3645324707031,36.5853652954102,25.8536586761475,33.980583190918,23.3009700775146,31.5789470672607,25.7142848968506,29.3838863372803,23.6966819763184,21.8009471893311,16.8269233703613,18.0952377319336,25.238094329834,23.8095245361328,23.3333339691162,22.380952835083,23.3333339691162,21.9047622680664,23.5849056243896,22.6415100097656
Mauritania,MRT,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1047925105.54497,1105494681.63193,1108776652.78389,1165171263.34593,1074373230.36274,1009723326.32808,1186628778.4874,1344664724.68991,1414951290.06682,1450647019.18099,1506914407.82047,2133692696.74857,2164298425.48412,1847353211.3475,1944876755.00708,2091726101.43014,2132087009.28942,2071996564.05296,2032347664.94993,1985922775.53351,1779520886.47015,1746063557.61355,1777057481.26043,2051147606.73687,2362501023.24249,2936019525.60241,3919577285.92703,4346212355.02975,5206437193.80413,4714595547.75102,5628878797.98257,6764627745.9033,6728208836.22143,7223071097.08417,6592537781.81518,6166863896.68677,6398747592.13185,6800135898.28827,7473550557.07378,7894764885.82312,8260752385.23089,9222536364.01272,9557966698.25369,10651709411.4594
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.37121021902442,3.45028841966048,-2.33992412241979,3.73534202712098,-3.2268644524965,2.99476050442853,5.71357935480461,1.90038415182198,1.72039797622097,4.77758542001072,-1.77130453327383,1.78808728178532,1.87412573083665,5.87363743242209,-3.06073222460751,9.81980041888472,5.81882663411926,-4.04469652454378,2.77780478428346,3.67317831340802,-3.91802585208993,-0.799493830035985,1.38148396045266,6.92826957568474,4.73275787510946,8.56628732009419,18.3331986932345,-1.96942274988409,-0.331079223430805,0.0978759143320076,2.62022948104543,4.17278327815399,4.47001319170479,4.1508131898954,4.27482328814457,5.37633924099251,1.26090923067225,6.27054566937677,4.77217365692621,3.14100489306969,-0.360657384151068,0.742715395138262,6.79600510182286,6.50718719858594
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,710.918952530534,728.796521822095,710.21886884239,725.174522510668,649.681186509673,593.219654421302,677.363323878901,745.787178962507,762.423918016846,762.275580637475,772.033092140219,1061.67704285264,1036.47437808576,849.620301696661,864.599478365453,904.719170071042,904.120879798142,859.28395817576,821.266378551937,781.337033563197,680.911061879778,651.817840199777,648.879643934862,732.017820812675,823.554457141893,998.96583416747,1300.60367988659,1405.15016203368,1635.5630623124,1435.43010811893,1659.96369705455,1931.19975525465,1859.11733247641,1934.24103064714,1713.00865264234,1554.94897871782,1565.76575722696,1615.00401327323,1722.93528854073,1767.072710621,1795.76459566714,1947.78918383313,1960.35240077424,2120.82320358953
Mauritania,MRT,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.24101101186535,1.09492834891534,1.02253955032934,..,..,..
Mauritania,MRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,7.4333333333332,8.15234253800871,1.31965861005482,12.9326820981099,6.60022564874018,5.62866666666699,10.141817562151,9.37034415971461,4.12825861295442,6.54379068524171,4.68130623916413,4.62534695318394,8.03166665498858,4.07417613596754,3.25406745833358,4.7148963468961,3.8957052575849,5.15190150769578,10.3676233473073,12.1256487185541,6.2410332814282,7.25410841304887,7.34663541249786,2.22092032381779,6.28354087427704,5.68631959575954,4.90242727217997,4.12910173783393,3.53436856147324,3.25472688117631,1.47171045650004,2.25427651934813,3.06735996058356,2.30009262117937,2.3856948845632,3.56516484650185,9.52526628622843,4.95305034506872
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.4,9.3,14.1,19,23.8,28.7,33.5,38.4,42.4,48.3,42.7,43.2,69.1,68,89.5,71.5,97.7,97.7,93.4,97.7,97.7,97.7,85.3,..
Afghanistan,AFG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-19.5057334581634,..,..
Afghanistan,AFG,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,3395346424.33123,3258708829.42286,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11080132310.4451,14289975733.7475,16630409946.3194,18511801827.4972,18890016968.3984,18885765415.8654,18572571195.5786,16826000216.6437,17751891426.8509,17143221811.4464,17731939790.9716,18585819842.831,13621070038.579,..,..
Afghanistan,AFG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,257.82263205199,272.978992094199,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,403.411183496525,505.230192626939,566.66810049764,605.752003662601,597.356158043866,575.916815423607,548.968454484921,484.890589729187,497.406028699116,466.570601616442,468.403505762558,475.718084233299,340.523243575066,..,..
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,-3.62580787978915,-9.81977073931242,-8.25803438536739,-0.669999256586122,2.46291172007885,2.09257523944359,-0.0593340233066949,-0.282849651384286,1.18267114653938,2.9987647953118,1.43458821147838,1.59132588364829,8.15641941048095,11.8072591071712,8.38872960212999,4.89368011973163,4.00540467357125,3.80450803445817,3.7646866376293,3.72811603964771,1.21217597601851,0.762004896898895,5.25202958527833,6.14519400188515,3.57583485398158,3.51921696042587,4.09270201656348,1.8925975396006,2.18654618162979,3.64638090813246,2.93468670173474,3.69150308391849,4.04786256315645,3.41822667584596,3.63251884652008,3.11995924146907,2.53571991833963,2.80833730805469,2.91080959861384,2.98438913621969,3.15360920291972,2.35609779179185,1.43570437048699,2.13559384981397
Afghanistan,AFG,"Population, total",SP.POP.TOTL,13169311,11937581,10991378,10917982,11190221,11426852,11420074,11387818,11523298,11874088,12045660,12238879,13278974,14943172,16250794,17065836,17763266,18452091,19159996,19887785,20130327,20284307,21378117,22733049,23560654,24404567,25424094,25909852,26482622,27466101,28284089,29347708,30560034,31622704,32792523,33831764,34700612,35688935,36743039,37856121,39068979,40000412,40578842,41454761
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.618,40.164,37.766,38.187,33.329,33.55,39.396,39.844,43.958,45.158,45.967,46.663,47.596,51.466,51.495,52.544,53.243,53.634,52.943,54.846,55.298,55.798,56.454,57.344,57.944,58.361,58.684,59.111,59.852,60.364,60.851,61.419,61.923,62.417,62.545,62.659,63.136,63.016,63.081,63.565,62.575,61.982,62.879,..
Afghanistan,AFG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,50.482,50.264,50.138,50.139,50.235,50.553,50.728,50.845,50.98,51.162,51.423,51.788,51.948,52.038,52.174,52.073,51.873,51.4,50.88,50.351,49.664,48.979,48.201,47.35,46.33,45.263,44.721,43.858,41.506,41.157,40.602,39.855,40.009,39.601,39.105,38.803,37.936,37.342,36.927,36.466,36.051,35.842,35.143,..
Afghanistan,AFG,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Completeness of birth registration (%),SP.REG.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,..,..,..,..,..,..,..,37.4,..,..,..,42.3,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Afghanistan,AFG,Control of Corruption: Percentile Rank,CC.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.30107545852661,..,8.02138996124268,..,4.78723382949829,..,4.7619047164917,4.7619047164917,6.40394067764282,1.46341466903687,1.95121955871582,0.970873773097992,0.485436886548996,0.956937789916992,0.952380955219269,0.473933637142181,1.42180097103119,0.947867274284363,5.28846168518066,5.7142858505249,3.80952382087708,3.80952382087708,4.7619047164917,5.7142858505249,4.7619047164917,12.380952835083,12.2641506195068,13.6792449951172
Afghanistan,AFG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3521418059.92345,2813571753.87253,3825701438.99963,4520946818.54581,5224896718.67782,6203256538.70967,6971758282.29351,9747886187.39393,10109297047.5432,12416152732.0567,15856668555.8336,17805098206.3141,19907329777.5872,20146416757.5987,20497128555.6972,19134221644.7325,18116572395.0772,18753456497.8159,18053222687.4126,18799444490.1128,19955929052.1496,14259995441.0759,14497243872.1337,17233051620.1117
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-9.4319740700862,28.6000011706788,8.83227780288267,1.41411799339429,11.2297148272859,5.35740324748592,13.8263195471281,3.92498381999467,21.3905283926492,14.3624414710737,0.426354776777345,12.7522870926697,5.60074465863221,2.72454336219565,1.45131466066431,2.26031420279821,2.6470032027451,1.18922812944517,3.91160341625552,-2.35110067203466,-20.7388393676343,-6.24017199240269,2.71088679128353
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,174.930991430166,138.706821676113,178.954088379235,198.871115728727,221.763653873013,254.184249149336,274.218553561575,376.223152003876,381.73323802844,452.053705477043,560.621505463146,606.694676337726,651.417134470046,637.087099117099,625.054941813938,565.569730408751,522.082215583898,525.469770891619,491.337221382603,496.6025042585,510.787063366811,356.496214115892,357.261152798144,415.707417059086
Afghanistan,AFG,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.0715263102304,3.4870927196315,4.20866830452584,6.39391257509462,..,..,9.97526212023234,6.69241862002357,6.80069468647332,6.74357283538399,7.18039716624779,6.59443908400367,4.02249785795131,..,..
Afghanistan,AFG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.6862687216715,6.78459655001657,8.68057078513405,26.4186641547445,-6.81116108898993,2.17853752389414,11.8041858089129,6.44121280934117,7.38577178397855,4.67399603536305,-0.66170916471352,4.38389195513893,4.97595150553892,0.626149149168983,2.30237251516819,..,..,..,..
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,100,99.6,99.6,99.7,99.9,99.9,100,100,99.9,99.9,100,100,100,100,100,..
Albania,ALB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.47287149662532,14.933809812075,11.2262392219107,10.0196663947673,3.33385225723173,5.17475653355284,5.9974724359886,3.80391302872111,7.09125960973162,3.46579788323108,6.33649398569798,0.800167166256259,5.40285734470471,0.525042545109415,-1.01462294165742,2.04176132173208,0.717996348166579,0.400516696745186,3.52172711441467,1.91723437279872,3.00561995203526,0.935813696807259,-3.24244290504748,11.0570951803532,..,..
Albania,ALB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,..,..,1485920003.52653,1515401083.00947,1727573224.926,1697185012.06811,1636543849.38362,1809044708.8167,1614375157.66698,819582623.082275,441774487.757731,1020237179.34391,1632482877.25826,2132766641.32694,2897397564.93471,2025024379.93284,2343496684.44934,2950532368.78671,3209365254.07746,3631640057.60978,3991381781.24409,5165500600.83169,6571619027.00355,7341407675.19719,8208357748.01547,9593087198.1755,11289217439.7528,10297867629.9399,10224245606.389,10906001758.6098,10216293757.2316,10878878367.4931,11106516465.2136,9442334426.19139,9972441813.86917,10717903287.8611,12442708487.5931,12449979123.8861,12266743273.595,14797555219.3842,..,..
Albania,ALB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..,..,511.604863994448,511.137515594665,571.545431362371,550.389888480564,520.80485644553,560.432668363939,491.207828065785,250.883167599471,136.05456779476,316.128432130117,508.952316437995,669.043649546814,914.573037886509,643.215894620855,749.072786404266,949.097159329714,1038.95668573873,1186.74338268123,1308.21655164817,1699.39248932487,2171.04442045365,2437.80154959898,2742.93361073877,3229.97720153639,3830.34092728254,3517.60915298582,3509.84273933796,3753.96548548714,3522.37285714341,3757.69694624319,3844.27714101452,3277.78824342231,3467.34757015458,3729.9682187209,4340.91985405721,4361.99929292963,4322.54967533332,5262.91359620389,..,..
Albania,ALB,Population growth (annual %),SP.POP.GROW,2.04796386136191,2.00297430640894,2.11327178253342,2.12088533357751,2.10393661802013,2.05599460887143,1.93322081083734,1.99703995612751,1.88671052887888,2.68786198874035,1.79908559333186,-0.602809679480026,-0.606434726201759,-0.610165792730247,-0.613880506929603,-0.617703658436963,-0.62151139901728,-0.625430096900055,-0.629334392525913,-0.63335227398725,-0.637356833943492,-0.93847042771206,-0.299876697084691,-0.374149169291299,-0.417931377925999,-0.511790116421897,-0.630911244851673,-0.75571875541991,-0.767342959142321,-0.673894046451936,-0.49646196338738,-0.269017331764615,-0.165151040121679,-0.183211384606402,-0.207046999760594,-0.291205786840436,-0.159880412127734,-0.0919722937442495,-0.246732042281782,-0.426007367032238,-0.574206959244013,-0.926918061639398,-1.21579032012532,-1.14841763771287
Albania,ALB,"Population, total",SP.POP.TOTL,2671997,2726056,2784278,2843960,2904429,2964762,3022635,3083605,3142336,3227943,3286542,3266790,3247039,3227287,3207536,3187784,3168033,3148281,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,2854191,2837849,2811666,2777689,2745972
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.478,70.73,71.023,71.296,71.502,71.656,71.95,72.352,72.641,72.88,73.144,73.378,73.715,73.939,74.131,74.362,74.592,73.904,74.99,75.183,75.404,75.639,75.89,76.142,76.376,76.621,76.816,77.549,77.653,77.781,77.936,78.092,78.064,78.123,78.407,78.644,78.86,79.047,79.184,79.282,76.989,76.463,76.833,..
Albania,ALB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.769,26.654,26.795,26.722,26.621,26.297,25.935,25.685,25.364,24.86,24.415,23.723,23.145,22.47,22.244,21.809,20.987,19.81,18.803,17.982,17.076,16.12,15.209,14.668,13.978,13.235,12.539,12.07,11.868,11.841,11.92,12.035,12.227,12.279,12.15,11.718,11.289,10.87,10.517,10.343,10.285,10.24,10.116,..
Albania,ALB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.7569039092832,37.4810649631085,53.1078249689126,55.5657038623041,..,..,..,..,..,..,..,..,..,..,..,..,69.6376739165201,63.6691526405469,70.5807697920008,73.3202274771466,79.8644181475793,80.7355819675527,75.8887278169195,63.6337624893814,74.8082829284774,83.4542023884025,81.9201331889469,..,..
Albania,ALB,Completeness of birth registration (%),SP.REG.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98,..,..,..,98.6,..,..,..,..,..,..,..,..,98.4,..,..,..,..,..
Albania,ALB,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9
Albania,ALB,Control of Corruption: Percentile Rank,CC.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.3548393249512,..,18.1818180084229,..,23.9361705780029,..,24.3386249542236,22.7513236999512,27.5862064361572,22.9268283843994,22.9268283843994,28.6407775878906,33.980583190918,34.9282302856445,37.1428565979004,24.6445503234863,25.1184825897217,24.1706161499023,34.1346168518066,36.1904754638672,37.6190490722656,40.476188659668,33.3333320617676,31.9047622680664,31.9047622680664,31.9047622680664,38.6792449951172,43.3962249755859
Albania,ALB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1142.96535512577,1123.96810630449,1096.87322889453,1070.69016441863,1018.1002875264,796.353973775973,1420.61479470727,1161.95167669011,1005.93953033667,1021.39350044285,552.252184819181,418.45358899715,453.64407387777,536.363825095196,596.407959255952,663.783995402449,904.346640328557,694.664802792381,734.849913537668,1414.70378393053,1449.64741324695,1351.23079642883,1578.16591882688,1469.26453867857,1797.52548696885,1722.07284972507,1218.36014605619,1213.12436932179,1617.7441562046,1835.68407241763,1943.34335385842,2205.70392004668,2118.32777605579,2533.25282927106,2309.36650255581,..,..,..,..,..,..,..,..,..
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1578102105.26316,1808177156.17716,1861163170.16317,1881412587.41259,1857337995.338,1897050116.55012,2097326250,2080796250,2051236250,2253090000,2028553750,1099559027.77778,652174990.837304,1185315468.46295,1880950864.41311,2392764853.42107,3199640815.4163,2258513974.0968,2545964540.88383,3212121650.97755,3480355258.04122,3922100793.5403,4348068242.19512,5611496257.14231,7184685781.51876,8052077248.14638,8896075004.63516,10677324852.8822,12881352893.6855,12044205549.6571,11926926615.8015,12890760315.146,12319834195.331,12776224496.9718,13228147516.1168,11386853113.0189,11861199830.8396,13019726211.7369,15379509891.7196,15585105131.0644,15241458744.8688,18032010563.7558,19017242585.7803,23547179830.4413
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,5.74563529228122,2.94859680118948,1.10493826195044,-1.25159664405811,1.78064395924903,5.63724317852112,-0.787842654927246,-1.42003965566391,9.83654897187228,-9.57564016993415,-28.0021416559099,-7.18711091500037,9.5594116849315,8.30286659699671,13.322333321684,9.09999943646361,-10.9199840781391,8.82942375839806,12.8908036407763,6.94621659244254,8.29331263121023,4.53652416035675,5.52863746491788,5.51466791097914,5.52642424695465,5.90265903591924,5.98325951855567,7.50004143020151,3.35428934987461,3.70693815255319,2.54540614450104,1.4172427999078,1.00201754071108,1.77444885260394,2.21872637517804,3.31498068384137,3.80259872019053,4.01934561695576,2.06256753999989,-3.31371614712083,8.96955339178935,4.82668831434437,3.93662525742167
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,590.607738430529,663.2942082544,668.454504242454,661.546782448624,639.484730161417,639.865903755552,693.873474633887,674.793383069492,652.774321396566,697.995596576519,617.230435515505,336.586994504629,200.852219772323,367.279225077581,586.416135130865,750.604449178826,1009.97711053398,717.380047745673,813.789396580449,1033.24253162418,1126.68334010717,1281.6598256178,1425.12421860142,1846.12012081207,2373.58129170055,2673.78781583529,2972.74362094736,3595.03829536404,4370.53971639449,4114.13403283023,4094.34968570481,4437.14116097061,4247.63134315945,4413.06338346821,4578.63320812155,3952.80357364813,4124.05538986272,4531.03220675893,5365.48934672897,5460.42823730592,5370.77862312929,6413.28328605026,6846.42614266044,8575.17113446213
Albania,ALB,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,..,..,..,..,..,..,..,..,..,..,..,..,3.9349355381887,5.78663290827838,3.4001229812339,7.88584943690772,8.31465846776129,40.9992381026143,20.4196832752429,16.5821972034685,4.11688108231861,6.97612769104126,6.91520644292345,5.36697326309711,4.27737992521115,5.07809382866511,3.16309553181125,3.52812681499024,3.15073844161766,2.90048784499383,4.08457542468858,4.89544771627364,5.42840674878889,4.2950952090984,4.64616022595595,2.22030990322398,2.74204347492575,2.01434001712189,2.29404594278858,2.26174791010144,2.12777201167065,2.31196864129807,..,..
