Country Name,Country Code,Year,Access to electricity (% of population),Adjusted net national income (current US$),"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),Exports of goods and services (% of GDP),GDP per capita (current US$),"Life expectancy at birth, total (years)",Population growth (annual %),"Population, total","Suicide mortality rate (per 100,000 population)",Standard Country Name,Continent
Afghanistan,AFG,2011,43.2,16630409946.3194,39.855,7.931,,11.578143518449647,606.694676337726,61.419,3.69150308391849,29347708.0,4.1,Afghanistan,Asia
Afghanistan,AFG,2012,69.1,18511801827.4972,40.009,7.711,,18.104015484663076,651.417134470046,61.923,4.04786256315645,30560034.0,4,Afghanistan,Asia
Afghanistan,AFG,2013,68,18890016968.3984,39.601,7.478,,12.194350511005684,637.087099117099,62.417,3.41822667584596,31622704.0,4,Afghanistan,Asia
Afghanistan,AFG,2014,89.5,18885765415.8654,39.105,7.395,,26.270621282604004,625.054941813938,62.545,3.63251884652008,32792523.0,3.9,Afghanistan,Asia
Afghanistan,AFG,2015,71.5,18572571195.5786,38.803,7.331,,22.356481114213658,565.569730408751,62.659,3.11995924146907,33831764.0,4,Afghanistan,Asia
Afghanistan,AFG,2016,97.7,16826000216.6437,37.936,7.077,,27.09615976174252,522.082215583898,63.136,2.53571991833963,34700612.0,4,Afghanistan,Asia
Afghanistan,AFG,2017,97.7,17751891426.8509,37.342,7.027,,20.83466487043406,525.469770891619,63.016,2.80833730805469,35688935.0,4.1,Afghanistan,Asia
Afghanistan,AFG,2018,93.4,17143221811.4464,36.927,6.981,,42.92804340405459,491.337221382603,63.081,2.91080959861384,36743039.0,4.1,Afghanistan,Asia
Afghanistan,AFG,2019,97.7,17731939790.9716,36.466,6.791,,37.38298092739748,496.6025042585,63.565,2.98438913621969,37856121.0,4.1,Afghanistan,Asia
Afghanistan,AFG,2020,97.7,18585819842.831,36.051,7.113,,10.4208171386207,510.787063366811,62.575,3.15360920291972,39068979.0,,Afghanistan,Asia
Afghanistan,AFG,2021,97.7,13621070038.579,35.842,7.344,,14.342152797537,356.496214115892,61.982,2.35609779179185,40000412.0,,Afghanistan,Asia
Afghanistan,AFG,2022,85.3,192890705592.64145,35.143,6.906,,18.3800424016375,357.261152798144,62.879,1.43570437048699,40578842.0,,Afghanistan,Asia
Afghanistan,AFG,2023,,150137524770.1772,26.398200000000003,9.5768,,16.7751362822863,415.707417059086,64.72725853658537,2.13559384981397,41454761.0,,Afghanistan,Asia
Albania,ALB,1960,,15298600913.566853,41.068,16.681,,43.63547051414236,14980.058169020547,54.439,4.344877716017267,1608800.0,,Albania,Europe
Albania,ALB,1961,,11547473032.581951,40.332,15.735,,42.71401893675252,7208.054262949014,55.634,3.12085537059054,1659800.0,,Albania,Europe
Albania,ALB,1962,,2141900682.6880507,39.216,14.871,,42.75725149683486,2098.5363200926467,56.671,3.05673050279088,1711319.0,,Albania,Europe
Albania,ALB,1963,,2712010470.781946,38.149,13.918,,32.041012641801025,3142.3530947359277,57.844,2.95374876199632,1762621.0,,Albania,Europe
Albania,ALB,1964,,7205821702.700801,36.825,12.993,,27.55794488742806,1898.7816803463488,58.983,2.88068642624326,1814135.0,,Albania,Europe
Albania,ALB,1965,,1969873192.907618,35.362,12.146,,46.323934645608674,1185.9702951006282,60.019,2.75402123804227,1864791.0,,Albania,Europe
Albania,ALB,1966,,35115495334.73072,34.356,11.396,,53.87394935004962,27146.034547723288,60.998,2.63456387954101,1914573.0,,Albania,Europe
Albania,ALB,1967,,2696196103.397934,33.898,10.738,,33.909280042727076,1289.3961800195043,61.972,2.63019034549493,1965598.0,,Albania,Europe
Albania,ALB,1968,,12279355964.702572,33.512,10.131,,34.89022990201664,7725.884848730542,62.946,2.84251071048949,2022272.0,,Albania,Europe
Albania,ALB,1969,,4589998401.87416,33.075,9.552,,37.423294891862625,2372.933828766049,63.923,2.8960833877323,2081695.0,,Albania,Europe
Albania,ALB,1970,,12332378012.814857,32.201,9.013,,39.849983936602804,3552.9250681763333,64.824,2.55085117829323,2135479.0,,Albania,Europe
Albania,ALB,1971,,3530320482.7756286,31.747,8.558,532.02843152625,36.3235433876292,2119.320136230196,65.618,2.4229720170788,2187853.0,,Albania,Europe
Albania,ALB,1972,,18161762267.381313,31.231,8.121,568.403201603477,29.298558980120912,1664.1203034718717,66.422,2.49497310670312,2243126.0,,Albania,Europe
Albania,ALB,1973,,5284045806.578079,30.697,7.742,593.446745665183,69.92002665032607,2987.8699080781116,67.14,2.36255222384825,2296752.0,,Albania,Europe
Albania,ALB,1974,,27216195304.501225,30.297,7.417,591.032643383924,61.090300290636534,1569.2332815397058,67.769,2.29721417566909,2350124.0,,Albania,Europe
Albania,ALB,1975,,8222472969.537544,29.987,7.137,739.345093272667,46.891509642056704,5335.053554968423,68.328,2.3011538096943,2404831.0,,Albania,Europe
Albania,ALB,1976,,6018373053.855749,29.357,6.937,908.67454726938,39.1814531631047,5066.135123307038,68.704,2.20823525497527,2458526.0,,Albania,Europe
Albania,ALB,1977,,6196368016.685924,28.589,6.711,1067.81415577833,27.905452274084006,3641.0928266380643,69.121,2.21325217885547,2513546.0,,Albania,Europe
Albania,ALB,1978,,8497264084.553581,27.888,6.595,1098.48316581368,33.94371791027437,1392.653743275157,69.309,2.07574189532527,2566266.0,,Albania,Europe
Albania,ALB,1979,,12185051802.2896,27.203,6.445,1065.76739836628,32.16798040414544,1113.0763035482735,69.584,1.98945701957156,2617832.0,,Albania,Europe
Albania,ALB,1980,,4385700254.126692,26.769,6.05,1142.96535512577,23.9574919106695,590.607738430529,70.478,2.04796386136191,2671997.0,,Albania,Europe
Albania,ALB,1981,,9487615301.879711,26.654,5.973,1123.96810630449,23.8105066597225,663.2942082544,70.73,2.00297430640894,2726056.0,,Albania,Europe
Albania,ALB,1982,,6883058465.033801,26.795,5.899,1096.87322889453,20.0729179060642,668.454504242454,71.023,2.11327178253342,2784278.0,,Albania,Europe
Albania,ALB,1983,,7077809828.5002365,26.722,5.838,1070.69016441863,18.8520751406844,661.546782448624,71.296,2.12088533357751,2843960.0,,Albania,Europe
Albania,ALB,1984,,1485920003.52653,26.621,5.808,1018.1002875264,18.0403314265347,639.484730161417,71.502,2.10393661802013,2904429.0,,Albania,Europe
Albania,ALB,1985,,1515401083.00947,26.297,5.794,796.353973775973,16.8203725696072,639.865903755552,71.656,2.05599460887143,2964762.0,,Albania,Europe
Albania,ALB,1986,,1727573224.926,25.935,5.73,1420.61479470727,15.6061801305352,693.873474633887,71.95,1.93322081083734,3022635.0,,Albania,Europe
Albania,ALB,1987,,1697185012.06811,25.685,5.627,1161.95167669011,16.0299218388153,674.793383069492,72.352,1.99703995612751,3083605.0,,Albania,Europe
Albania,ALB,1988,,1636543849.38362,25.364,5.578,1005.93953033667,16.9793941336596,652.774321396566,72.641,1.88671052887888,3142336.0,,Albania,Europe
Albania,ALB,1989,,1809044708.8167,24.86,5.554,1021.39350044285,18.5933534612466,697.995596576519,72.88,2.68786198874035,3227943.0,,Albania,Europe
Albania,ALB,1990,100,1614375157.66698,24.415,5.526,552.252184819181,15.4050638293415,617.230435515505,73.144,1.79908559333186,3286542.0,,Albania,Europe
Albania,ALB,1991,100,819582623.082275,23.723,5.515,418.45358899715,7.48481872467814,336.586994504629,73.378,-0.602809679480026,3266790.0,,Albania,Europe
Albania,ALB,1992,100,441774487.757731,23.145,5.466,453.64407387777,12.4995914932505,200.852219772323,73.715,-0.606434726201759,3247039.0,,Albania,Europe
Albania,ALB,1993,100,1020237179.34391,22.47,5.48,536.363825095196,15.9788298133865,367.279225077581,73.939,-0.610165792730247,3227287.0,,Albania,Europe
Albania,ALB,1994,100,1632482877.25826,22.244,5.52,596.407959255952,11.983694347693,586.416135130865,74.131,-0.613880506929603,3207536.0,,Albania,Europe
Albania,ALB,1995,100,2132766641.32694,21.809,5.549,663.783995402449,12.6408294970517,750.604449178826,74.362,-0.617703658436963,3187784.0,,Albania,Europe
Albania,ALB,1996,100,2897397564.93471,20.987,5.571,904.346640328557,11.620333234637,1009.97711053398,74.592,-0.62151139901728,3168033.0,,Albania,Europe
Albania,ALB,1997,100,2025024379.93284,19.81,5.923,694.664802792381,10.1971272832635,717.380047745673,73.904,-0.625430096900055,3148281.0,,Albania,Europe
Albania,ALB,1998,100,2343496684.44934,18.803,5.664,734.849913537668,11.4671662578473,813.789396580449,74.99,-0.629334392525913,3128530.0,,Albania,Europe
Albania,ALB,1999,100,2950532368.78671,17.982,5.732,1414.70378393053,16.8417629634305,1033.24253162418,75.183,-0.63335227398725,3108778.0,,Albania,Europe
Albania,ALB,2000,99.4,3209365254.07746,17.076,5.798,1449.64741324695,20.1152855452625,1126.68334010717,75.404,-0.637356833943492,3089027.0,4.9,Albania,Europe
Albania,ALB,2001,99.4,3631640057.60978,16.12,5.872,1351.23079642883,21.3334108322137,1281.6598256178,75.639,-0.93847042771206,3060173.0,4.5,Albania,Europe
Albania,ALB,2002,99.4,3991381781.24409,15.209,5.953,1578.16591882688,20.9456161731319,1425.12421860142,75.89,-0.299876697084691,3051010.0,4.6,Albania,Europe
Albania,ALB,2003,99.4,5165500600.83169,14.668,6.057,1469.26453867857,20.8473864531722,1846.12012081207,76.142,-0.374149169291299,3039616.0,4.8,Albania,Europe
Albania,ALB,2004,99.4,6571619027.00355,13.978,6.181,1797.52548696885,22.2175607600291,2373.58129170055,76.376,-0.417931377925999,3026939.0,4.8,Albania,Europe
Albania,ALB,2005,99.4,7341407675.19719,13.235,6.306,1722.07284972507,23.0129911473171,2673.78781583529,76.621,-0.511790116421897,3011487.0,7.5,Albania,Europe
Albania,ALB,2006,99.4,8208357748.01547,12.539,6.477,1218.36014605619,25.2096077274316,2972.74362094736,76.816,-0.630911244851673,2992547.0,7.8,Albania,Europe
Albania,ALB,2007,99.4,9593087198.1755,12.07,6.318,1213.12436932179,28.2478654166425,3595.03829536404,77.549,-0.75571875541991,2970017.0,8.1,Albania,Europe
Albania,ALB,2008,100,11289217439.7528,11.868,6.57,1617.7441562046,25.3024181160681,4370.53971639449,77.653,-0.767342959142321,2947314.0,8.2,Albania,Europe
Albania,ALB,2009,99.6,10297867629.9399,11.841,6.81,1835.68407241763,25.2407486083138,4114.13403283023,77.781,-0.673894046451936,2927519.0,8.1,Albania,Europe
Albania,ALB,2010,99.6,10224245606.389,11.92,7.029,1943.34335385842,27.9794352415409,4094.34968570481,77.936,-0.49646196338738,2913021.0,7.8,Albania,Europe
Albania,ALB,2011,99.7,10906001758.6098,12.035,7.238,2205.70392004668,29.2415371390963,4437.14116097061,78.092,-0.269017331764615,2905195.0,7.9,Albania,Europe
Albania,ALB,2012,99.9,10216293757.2316,12.227,7.573,2118.32777605579,28.9374877608303,4247.63134315945,78.064,-0.165151040121679,2900401.0,5.2,Albania,Europe
Albania,ALB,2013,99.9,10878878367.4931,12.279,7.819,2533.25282927106,28.9163151372576,4413.06338346821,78.123,-0.183211384606402,2895092.0,5.3,Albania,Europe
Albania,ALB,2014,100,11106516465.2136,12.15,7.868,2309.36650255581,28.2130014584625,4578.63320812155,78.407,-0.207046999760594,2889104.0,5,Albania,Europe
Albania,ALB,2015,100,9442334426.19139,11.718,7.947,,27.2673911512668,3952.80357364813,78.644,-0.291205786840436,2880703.0,4.8,Albania,Europe
Albania,ALB,2016,99.9,9972441813.86917,11.289,8.035,,28.9778991754721,4124.05538986272,78.86,-0.159880412127734,2876101.0,4.7,Albania,Europe
Albania,ALB,2017,99.9,10717903287.8611,10.87,8.15,,31.5697983098872,4531.03220675893,79.047,-0.0919722937442495,2873457.0,4.7,Albania,Europe
Albania,ALB,2018,100,12442708487.5931,10.517,8.308,,31.1140103851547,5365.48934672897,79.184,-0.246732042281782,2866376.0,4.5,Albania,Europe
Albania,ALB,2019,100,12449979123.8861,10.343,8.48,,30.9361353522288,5460.42823730592,79.282,-0.426007367032238,2854191.0,4.3,Albania,Europe
Albania,ALB,2020,100,12266743273.595,10.285,10.785,,22.5407585571141,5370.77862312929,76.989,-0.574206959244013,2837849.0,,Albania,Europe
Albania,ALB,2021,100,14797555219.3842,10.24,11.325,,31.1330200144264,6413.28328605026,76.463,-0.926918061639398,2811666.0,,Albania,Europe
Albania,ALB,2022,100,11276342377.80392,10.116,11.194,,37.197084813482,6846.42614266044,76.833,-1.21579032012532,2777689.0,,Albania,Europe
Albania,ALB,2023,,4261018808.800644,23.082,6.6698,,38.6650817896799,8575.17113446213,71.06582926829269,-1.14841763771287,2745972.0,,Albania,Europe
Algeria,DZA,1960,,103092897430.55962,48.722,23.785,,39.043172595018,238.392476666447,40.532,1.9858229489743071,11424922.0,,Algeria,Africa
Algeria,DZA,1961,,11116812414.911747,48.634,23.723,,46.2445568889055,209.370672655334,40.516,1.76948075825483,11628883.0,,Algeria,Africa
Algeria,DZA,1962,,13774134029.844625,48.68,25.046,,19.79387267512,169.60286272133,39.323,1.46729511141391,11800771.0,,Algeria,Africa
Algeria,DZA,1963,,13902832770.439072,48.593,22.615,,24.6846820545111,225.584660210993,42.908,1.5250503398561,11982118.0,,Algeria,Africa
Algeria,DZA,1964,,4353947320.897778,48.392,22.917,,25.0840587279266,238.863801545015,42.788,1.63645374073926,12179813.0,,Algeria,Africa
Algeria,DZA,1965,,7971758761.21369,48.021,23.106,,22.6039435563255,253.622059985778,42.714,1.51689212029344,12365976.0,,Algeria,Africa
Algeria,DZA,1966,,7368658060.642904,47.628,23.215,,25.9861975178091,241.44896961658,42.543,1.79594982522896,12590069.0,,Algeria,Africa
Algeria,DZA,1967,,9083327080.609127,47.374,22.953,,23.434416768712,261.792442124002,42.568,2.24659491499711,12876118.0,,Algeria,Africa
Algeria,DZA,1968,,19534268663.637386,47.108,22.684,,23.1356346033587,292.436036368561,42.642,2.27656997261579,13172614.0,,Algeria,Africa
Algeria,DZA,1969,,6193585809.646682,46.988,22.381,,23.7887768242961,315.914655734237,42.781,2.27673798425895,13475960.0,,Algeria,Africa
Algeria,DZA,1970,,4085786770.75117,46.8,21.882,,22.0727334005425,352.845766557928,43.16,2.25807557630346,13783719.0,,Algeria,Africa
Algeria,DZA,1971,,4382792249.55651,46.515,21.276,141.216330083348,18.4425191541398,360.111081707845,43.67,2.26112204807888,14098936.0,,Algeria,Africa
Algeria,DZA,1972,,5741784783.03962,46.156,20.542,151.382068378116,20.4495619832458,469.030996510511,44.346,2.30071080498365,14427072.0,,Algeria,Africa
Algeria,DZA,1973,,7152424010.10523,45.86,19.79,168.842676875398,25.5036630012744,589.518126935221,45.079,2.35693093480566,14771147.0,,Algeria,Africa
Algeria,DZA,1974,,9696543628.5125,45.66,18.903,182.112507732843,38.7490436138728,872.889277439184,46.034,2.42352107497488,15133502.0,,Algeria,Africa
Algeria,DZA,1975,,11758005219.7771,45.404,18.065,207.288968986764,33.6889362162921,992.302037378411,46.972,3.53855084053844,15678596.0,,Algeria,Africa
Algeria,DZA,1976,,12975093005.187,44.91,17.495,229.140169795303,33.0545839253536,1080.38620675609,47.985,4.55438548106303,16409170.0,,Algeria,Africa
Algeria,DZA,1977,,14526741524.46,44.311,16.631,240.891011127531,30.58656693011,1232.49418664321,49.191,3.63134003810176,17015994.0,,Algeria,Africa
Algeria,DZA,1978,,19187266914.3066,43.915,15.661,288.456474545515,25.5358367212767,1505.94222127977,50.353,2.84455905408899,17506974.0,,Algeria,Africa
Algeria,DZA,1979,,19773775902.2845,43.64,14.615,325.226601052135,31.1483002053416,1843.11929565984,51.755,2.98067603263398,18036655.0,,Algeria,Africa
Algeria,DZA,1980,,27813869828.8714,43.703,13.583,341.212480734581,34.3384614657894,2275.77971158899,53.261,3.11411291253823,18607174.0,,Algeria,Africa
Algeria,DZA,1981,,31212207794.0022,43.088,12.285,374.856196734521,34.5872507738721,2307.33434430543,55.276,3.24408261021287,19220704.0,,Algeria,Africa
Algeria,DZA,1982,,33943759481.2693,42.255,10.959,417.917399594653,30.9248563230201,2274.87800990349,57.428,3.33411862917228,19872348.0,,Algeria,Africa
Algeria,DZA,1983,,37037997312.381,41.088,9.727,428.541235419687,27.9418061120348,2373.82511968473,59.51,3.39265358294265,20558115.0,,Algeria,Africa
Algeria,DZA,1984,,41544900076.23,39.865,8.556,451.48617882999,25.7100161819841,2524.38071403143,61.658,3.41344431204219,21271969.0,,Algeria,Africa
Algeria,DZA,1985,,44981952476.1817,38.71,7.579,475.451715479225,23.5839328880834,2632.51711109075,63.588,3.4040544976165,22008544.0,,Algeria,Africa
Algeria,DZA,1986,,52536449982.6273,36.859,6.818,492.88872492971,12.8547573361278,2800.20270812187,65.159,3.29365380679393,22745499.0,,Algeria,Africa
Algeria,DZA,1987,,53707222984.3472,35.242,6.447,461.831327784476,14.2724747252216,2847.0776691988,65.83,3.02312805978541,23443624.0,,Algeria,Africa
Algeria,DZA,1988,,47369244239.3449,33.679,5.972,488.56187029066,15.5078678786413,2450.87242078961,66.971,2.80088866145511,24109536.0,,Algeria,Africa
Algeria,DZA,1989,,44597412026.3568,32.386,5.884,529.560602856412,18.6392633357627,2247.4602712492,67.085,2.63992378375919,24754485.0,,Algeria,Africa
Algeria,DZA,1990,,48400205176.271,30.762,5.731,539.608390825751,23.4436850828471,2445.18332740258,67.416,2.47896733157691,25375810.0,,Algeria,Africa
Algeria,DZA,1991,,35425860299.2761,30.031,5.629,540.943471907418,29.11782217052,1759.11201648229,67.688,2.38357644702334,25987928.0,,Algeria,Africa
Algeria,DZA,1992,,38521776003.9985,29.513,5.617,568.186768436065,25.3195942793437,1802.69300801289,67.757,2.43525019358237,26628568.0,,Algeria,Africa
Algeria,DZA,1993,,39664629250.1424,28.43,5.629,555.192042775303,21.7838769961664,1831.04800976449,67.719,2.40609915355137,27277048.0,,Algeria,Africa
Algeria,DZA,1994,,33377060228.3684,27.211,5.758,557.422615523013,22.5307252452381,1525.54061760288,67.361,2.21250190534871,27887279.0,,Algeria,Africa
Algeria,DZA,1995,,32046111086.2377,24.758,5.69,565.574006862125,26.1947759790559,1466.94806760415,67.454,2.06869750539347,28470191.0,,Algeria,Africa
Algeria,DZA,1996,,34947253178.8965,22.745,5.188,575.103320203007,29.7604483251847,1616.83198721285,68.749,1.95770195001196,29033044.0,,Algeria,Africa
Algeria,DZA,1997,,36975513772.9517,21.154,5.201,578.884538211366,30.9063113798645,1628.76100561506,69.171,1.86401965879386,29579301.0,,Algeria,Africa
Algeria,DZA,1998,,38593316180.9823,20.017,5.288,621.345490152719,22.5783540098039,1603.36623200836,69.451,1.59253627896162,30054133.0,,Algeria,Africa
Algeria,DZA,1999,,37150109037.8389,19.68,5.131,655.994217301538,28.150113118469,1596.11822239025,70.032,1.3885288478211,30474354.0,,Algeria,Africa
Algeria,DZA,2000,98.6,39969924620.2215,19.543,5.037,686.353657773796,42.0697177213416,1772.92869122761,70.478,1.3996685583388,30903893.0,4.5,Algeria,Africa
Algeria,DZA,2001,98.6,41968599079.6174,19.433,4.987,711.813944308139,34.1212313958018,1896.30020878013,70.823,1.37329134127777,31331221.0,4.5,Algeria,Africa
Algeria,DZA,2002,98.6,42752422136.7965,19.421,4.932,733.209063635649,33.1371640975005,1937.46411413019,71.23,1.33039477696898,31750835.0,4.4,Algeria,Africa
Algeria,DZA,2003,98.6,50383016546.9952,19.959,5.016,788.573580320475,35.6690635287432,2283.77299346126,71.287,1.32961524189621,32175818.0,4.1,Algeria,Africa
