Country Name,Country Code,Year,Access to electricity (% of population),Adjusted net national income (current US$),"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),Exports of goods and services (% of GDP),GDP per capita (current US$),"Life expectancy at birth, total (years)",Population growth (annual %),"Population, total","Suicide mortality rate (per 100,000 population)",Standard Country Name
World,WLD,1987,..,14054739373401.5,27.4754443095025,9.57361486467878,1798.63451229279,17.4203702036648,3474.59017467133,64.4971557484035,1.80890820227934,5027029981,..,World
World,WLD,1988,..,15835039813348.4,26.9986042166154,9.53985460734875,1854.11631582297,17.9298935533833,3814.11017966514,64.6664923573661,1.79304068884963,5117166674,..,World
World,WLD,1989,..,16473222667677.6,26.4938489744028,9.30989203204855,1890.76099541258,18.5493227169573,3914.75966175692,65.0059371979348,1.76832108009621,5207654611,..,World
World,WLD,1990,..,18475546567489.7,26.0704139093848,9.27110964612953,2119.68870967409,18.8500086248907,4337.86251681176,65.1692072875163,1.75879131474144,5299246388,..,World
World,WLD,1991,..,19461851315129.8,25.4874543957873,9.23535045575377,2144.6434430358,18.7627919889835,4437.53709213032,65.3113529242437,1.68419391108334,5388495973,..,World
World,WLD,1992,..,20916327815247.2,24.838637867115,9.15080073452057,2127.44994653815,19.8597407217866,4661.9739170221,65.5728147640139,1.64476308313277,5477123965.5,..,World
World,WLD,1993,..,21179882955521,24.4370642784513,9.15359415324311,2133.69508261076,18.9475334353582,4664.79414575948,65.7550428358459,1.6003774070503,5564778620,..,World
World,WLD,1994,..,22955734952912.3,24.0739547902403,9.11740423902218,2156.20841923988,19.5033845548832,4944.72228619782,65.9994799836412,1.54677413744089,5650853176.5,..,World
World,WLD,1995,..,25573274849752.3,23.6542349075842,8.99805442586223,2189.52898591956,20.6893419526454,5430.07897384723,66.1868812372369,1.51574172650955,5736505516,..,World
World,WLD,1996,..,26260258093970.9,23.3336104245845,8.89986879620969,2227.59731918994,21.1317154549565,5472.95382197869,66.4484447789813,1.50107254773535,5822614625.5,..,World
World,WLD,1997,..,26252105118220.7,22.9805269669921,8.76871365155451,2249.43814134509,22.0063404722128,5375.47438759961,66.7892383456157,1.47445669208493,5908466556.5,..,World
World,WLD,1998,73.196235385458,26354034836874.4,22.5433248709018,8.7106549032942,2270.29640277207,21.8223884556638,5289.03310845349,67.0625050863967,1.44832007055807,5994040063.5,..,World
World,WLD,1999,74.5032105116741,27258116758577.3,22.1128772464818,8.59646045394671,2301.31129889977,21.9149493517855,5387.44827484487,67.3552709668956,1.40746929627191,6078404337,..,World
World,WLD,2000,78.2214009100849,28052166386128.1,21.8836336586186,8.50493521210288,2368.7300603198,23.5067337504096,5494.39887178019,67.6675221668595,1.3733947903374,6161884825.5,12.9289664349076,World
World,WLD,2001,78.7152332109046,27922357816076.6,21.5949822337031,8.4301462932142,2360.85599123724,22.9109473282146,5387.58499837168,68.0182391397227,1.35064468676185,6245109995.5,12.413620244829,World
World,WLD,2002,79.1006960531094,28956739979765.4,21.285792569935,8.37315669213372,2414.24277442825,23.1614095619747,5521.93203415049,68.2989189126951,1.31969814077553,6327526596,12.1634463846288,World
World,WLD,2003,79.9646298375864,32408954619823.3,21.00341400902,8.31012677276029,2478.39336486406,23.9079314725341,6112.91840109124,68.5717995705388,1.29810403407747,6409664474,12.1004746201604,World
World,WLD,2004,79.9517025542911,36549981826600,20.8360274682959,8.21421802882549,2554.59149040627,25.7714178219269,6800.19029919363,68.8248736940467,1.29433454491303,6492626975.5,12.0445999749808,World
World,WLD,2005,80.7007470103039,39445751259769.8,20.6610854585301,8.16470946612431,2630.93901787107,27.0466180044347,7271.02662558709,69.1602695656231,1.27864009919662,6575644307.5,11.956716880214,World
World,WLD,2006,81.3527402674192,42901257046696.8,20.493104239838,8.08442157014335,2705.73308628666,28.7021213270354,7780.40962387223,69.5318031283345,1.27860982997672,6659721142,11.5355970044285,World
World,WLD,2007,81.9703014671015,48099220942837.8,20.4590763165534,8.0495979467883,2793.60589427709,29.6385989785014,8657.73037849516,69.7935281224166,1.26807591037721,6744171461.5,11.2828333497822,World
World,WLD,2008,82.6671896757554,51947143139196.5,20.3991247307436,8.04615292487093,2813.76826154843,30.8084049630906,9392.54229350509,69.9630282766688,1.27454691789349,6830129091,11.1623055299562,World
World,WLD,2009,82.8646787495934,49471564291060.3,20.2237623233077,7.92927051758757,2764.00551878024,26.2373417150409,8793.14115727516,70.3563013851701,1.25912607000826,6916129027,10.9489093078542,World
World,WLD,2010,83.4457248747674,54322643988210.4,20.0667052076435,7.88654614461594,2925.91868382612,28.5507423238916,9514.76030195493,70.6246512092393,1.22239197201142,7000671233,10.7676099785412,World
World,WLD,2011,84.5042183191854,59799125834459.1,20.1811065550787,7.79654190532986,2989.07337550197,30.343622208191,10454.2378687621,70.9611320617656,1.22174613909627,7086201663.5,10.5603226252022,World
World,WLD,2012,84.9339457280601,61447627476825.7,20.2955704201024,7.7414829769369,3011.86632481287,30.1279022031048,10550.1381274389,71.2372630317077,1.26463690642045,7175816385,10.2343039587136,World
World,WLD,2013,85.7094790323332,63072777643219.6,19.7915375467588,7.66788555772905,3069.48271202915,30.1165529106588,10718.5230812784,71.5297645319383,1.24722508489883,7265314967,9.97212263415578,World
World,WLD,2014,86.1952045782154,65071071538938.7,19.7047064479924,7.59007472284187,3090.12441864451,29.7698909189135,10881.3308259096,71.8331454614497,1.21943727013094,7353910925.5,9.70088741342033,World
World,WLD,2015,86.923548113864,61631628380470.5,19.1747272507818,7.57906121222209,..,28.1515121401564,10142.1434788123,72.0470869141673,1.19066977948263,7441471720.5,9.44882311874188,World
World,WLD,2016,88.1038273506242,62596688007477.6,19.2331397111088,7.52035608692087,..,27.1970325395835,10188.260064838,72.2979064227925,1.16981715807893,7528523333.5,9.32029539582398,World
World,WLD,2017,88.9310968401293,66692896504048.8,18.7594266485359,7.50271647345377,..,28.1348307154826,10731.6554708352,72.4954123911282,1.13687922861507,7614113551.5,9.2148770114007,World
World,WLD,2018,89.7963518726606,70284831261590.7,18.2378454135241,7.49683044423118,..,29.0157575126916,11288.8842617304,72.7351157908109,1.0819551802425,7696494847.5,9.25515032010829,World
World,WLD,2019,90.1069300693474,71213354902445.1,17.876763335018,7.47935648799639,..,28.136031197243,11334.8430932207,72.9310338256441,1.0445945731532,7776892015,9.15626637489225,World
World,WLD,2020,90.3973782618433,68580436251713.7,17.2855777072062,8.03848543207749,..,26.2152846434221,10916.687666264,72.1974597958651,1.01900314865051,7856138789.5,..,World
World,WLD,2021,91.3349919924229,76892463673445.1,17.0007559009006,8.73325951763906,..,28.761720058633,12352.73608496,71.2806116781408,0.827958342423059,7921184346,..,World
World,WLD,2022,91.277853325244,..,16.6998587099506,8.38886857290187,..,30.9937000291425,12737.3150340299,71.9487167371408,0.868521303064256,7989981519.5,..,World
World,WLD,2023,..,..,..,..,..,29.3248534285175,13169.5982250473,..,0.899807857183859,8061876001,..,World
